2026-02-28T09:53:46: 2026-02-28 09:53:46 | INFO    | ✅ БД urgent_news инициализирована
2026-02-28T09:56:26: 2026-02-28 09:56:26 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:56:26: 2026-02-28 09:56:26 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:56:26: 2026-02-28 09:56:26 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:56:26: 2026-02-28 09:56:26 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:56:26: 2026-02-28 09:56:26 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T09:56:26: 2026-02-28 09:56:26 | INFO    | ✅ Цикл завершён
2026-02-28T09:58:26: 2026-02-28 09:58:26 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T09:58:27: 2026-02-28 09:58:27 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T09:58:27: 2026-02-28 09:58:27 | INFO    | 🔄 Дубликат: Кувейт временно закрыл свое воздушное пространство
2026-02-28T09:58:27: 2026-02-28 09:58:27 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:58:27: 2026-02-28 09:58:27 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:58:27: 2026-02-28 09:58:27 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:58:27: 2026-02-28 09:58:27 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:58:28: 2026-02-28 09:58:28 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T09:58:28: 2026-02-28 09:58:28 | INFO    | ✅ Цикл завершён
2026-02-28T09:58:35: 2026-02-28 09:58:35 | INFO    | 🛑 Получен сигнал завершения...
2026-02-28T09:58:37: 2026-02-28 09:58:37 | INFO    | ✅ БД urgent_news инициализирована
2026-02-28T09:58:37: 2026-02-28 09:58:37 | INFO    | ✅ UrgentNewsBot инициализирован
2026-02-28T09:58:37: 2026-02-28 09:58:37 | INFO    | 🚀 Запуск UrgentNewsBot...
2026-02-28T09:58:37: 2026-02-28 09:58:37 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T09:58:38: 2026-02-28 09:58:38 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T09:58:38: 2026-02-28 09:58:38 | INFO    | 🔄 Дубликат: Кувейт временно закрыл свое воздушное пространство
2026-02-28T09:58:38: 2026-02-28 09:58:38 | INFO    | ✅ Отправлено в -1003739906790
2026-02-28T09:58:38: 2026-02-28 09:58:38 | INFO    | 🚨 ОПУБЛИКОВАНО: США применяют "Томагавки" для поражения целей в Ир (priority=95)
2026-02-28T09:58:38: 2026-02-28 09:58:38 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:58:38: 2026-02-28 09:58:38 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:58:38: 2026-02-28 09:58:38 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T09:58:42: 2026-02-28 09:58:42 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T09:58:42: 2026-02-28 09:58:42 | INFO    | ✅ Цикл завершён
2026-02-28T10:00:42: 2026-02-28 10:00:42 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:00:43: 2026-02-28 10:00:43 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:00:43: 2026-02-28 10:00:43 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:00:43: 2026-02-28 10:00:43 | INFO    | 🔄 Дубликат: Кувейт временно закрыл свое воздушное пространство
2026-02-28T10:00:43: 2026-02-28 10:00:43 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:00:43: 2026-02-28 10:00:43 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:00:43: 2026-02-28 10:00:43 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:00:43: 2026-02-28 10:00:43 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:00:45: 2026-02-28 10:00:45 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:00:45: 2026-02-28 10:00:45 | INFO    | ✅ Цикл завершён
2026-02-28T10:02:45: 2026-02-28 10:02:45 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:02:48: 2026-02-28 10:02:48 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:02:48: 2026-02-28 10:02:48 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:02:48: 2026-02-28 10:02:48 | INFO    | 🔄 Дубликат: Кувейт временно закрыл свое воздушное пространство
2026-02-28T10:02:48: 2026-02-28 10:02:48 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:02:48: 2026-02-28 10:02:48 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:02:48: 2026-02-28 10:02:48 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:02:51: 2026-02-28 10:02:51 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:02:51: 2026-02-28 10:02:51 | INFO    | ✅ Цикл завершён
2026-02-28T10:04:51: 2026-02-28 10:04:51 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:04:52: 2026-02-28 10:04:52 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:04:52: 2026-02-28 10:04:52 | INFO    | ✅ Отправлено в -1003739906790
2026-02-28T10:04:52: 2026-02-28 10:04:52 | INFO    | 🚨 ОПУБЛИКОВАНО: При обстреле села Рождественка Белгородской област (priority=90)
2026-02-28T10:04:52: 2026-02-28 10:04:52 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:04:52: 2026-02-28 10:04:52 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:04:53: 2026-02-28 10:04:53 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:04:53: 2026-02-28 10:04:53 | INFO    | ✅ Цикл завершён
2026-02-28T10:06:53: 2026-02-28 10:06:53 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:06:53: 2026-02-28 10:06:53 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:06:53: 2026-02-28 10:06:53 | INFO    | 🔄 Дубликат: При обстреле села Рождественка Белгородской област
2026-02-28T10:06:53: 2026-02-28 10:06:53 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:06:53: 2026-02-28 10:06:53 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:06:55: 2026-02-28 10:06:55 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:06:55: 2026-02-28 10:06:55 | INFO    | ✅ Цикл завершён
2026-02-28T10:08:55: 2026-02-28 10:08:55 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:08:56: 2026-02-28 10:08:56 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:08:56: 2026-02-28 10:08:56 | INFO    | 🔄 Дубликат: При обстреле села Рождественка Белгородской област
2026-02-28T10:08:56: 2026-02-28 10:08:56 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:08:56: 2026-02-28 10:08:56 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:08:56: 2026-02-28 10:08:56 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:08:56: 2026-02-28 10:08:56 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:08:56: 2026-02-28 10:08:56 | INFO    | ✅ Цикл завершён
2026-02-28T10:10:57: 2026-02-28 10:10:57 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:10:57: 2026-02-28 10:10:57 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:10:57: 2026-02-28 10:10:57 | INFO    | ✅ Отправлено в -1003739906790
2026-02-28T10:10:57: 2026-02-28 10:10:57 | INFO    | 🚨 ОПУБЛИКОВАНО: В Израиле отменили все спортивные мероприятия посл (priority=100)
2026-02-28T10:10:57: 2026-02-28 10:10:57 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:10:57: 2026-02-28 10:10:57 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:10:57: 2026-02-28 10:10:57 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:10:58: 2026-02-28 10:10:58 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:10:58: 2026-02-28 10:10:58 | INFO    | ✅ Цикл завершён
2026-02-28T10:12:58: 2026-02-28 10:12:58 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:12:59: 2026-02-28 10:12:59 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:12:59: 2026-02-28 10:12:59 | INFO    | 🔄 Дубликат: В Израиле отменили все спортивные мероприятия посл
2026-02-28T10:12:59: 2026-02-28 10:12:59 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:12:59: 2026-02-28 10:12:59 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:12:59: 2026-02-28 10:12:59 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:12:59: 2026-02-28 10:12:59 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:12:59: 2026-02-28 10:12:59 | INFO    | ✅ Цикл завершён
2026-02-28T10:14:59: 2026-02-28 10:14:59 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:15:00: 2026-02-28 10:15:00 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:15:00: 2026-02-28 10:15:00 | INFO    | 🔄 Дубликат: В Израиле отменили все спортивные мероприятия посл
2026-02-28T10:15:00: 2026-02-28 10:15:00 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:15:00: 2026-02-28 10:15:00 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:15:00: 2026-02-28 10:15:00 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:15:01: 2026-02-28 10:15:01 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:15:01: 2026-02-28 10:15:01 | INFO    | ✅ Цикл завершён
2026-02-28T10:17:01: 2026-02-28 10:17:01 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:17:01: 2026-02-28 10:17:01 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:17:01: 2026-02-28 10:17:01 | INFO    | 🔄 Дубликат: В Израиле отменили все спортивные мероприятия посл
2026-02-28T10:17:02: 2026-02-28 10:17:02 | INFO    | ✅ Отправлено в -1003739906790
2026-02-28T10:17:02: 2026-02-28 10:17:02 | INFO    | 🚨 ОПУБЛИКОВАНО: Сенатор-демократ заявил, что Трамп не передавал об (priority=100)
2026-02-28T10:17:02: 2026-02-28 10:17:02 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:17:02: 2026-02-28 10:17:02 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:17:02: 2026-02-28 10:17:02 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:17:02: 2026-02-28 10:17:02 | INFO    | ✅ Цикл завершён
2026-02-28T10:19:03: 2026-02-28 10:19:03 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:19:03: 2026-02-28 10:19:03 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:19:03: 2026-02-28 10:19:03 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:19:03: 2026-02-28 10:19:03 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:19:03: 2026-02-28 10:19:03 | INFO    | 🔄 Дубликат: США применяют "Томагавки" для поражения целей в Ир
2026-02-28T10:19:04: 2026-02-28 10:19:04 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:19:04: 2026-02-28 10:19:04 | INFO    | ✅ Цикл завершён
2026-02-28T10:21:04: 2026-02-28 10:21:04 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:21:05: 2026-02-28 10:21:05 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:21:05: 2026-02-28 10:21:05 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:21:05: 2026-02-28 10:21:05 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:21:05: 2026-02-28 10:21:05 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:21:05: 2026-02-28 10:21:05 | INFO    | ✅ Цикл завершён
2026-02-28T10:23:05: 2026-02-28 10:23:05 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:23:07: 2026-02-28 10:23:07 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:23:07: 2026-02-28 10:23:07 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:23:07: 2026-02-28 10:23:07 | INFO    | ✅ Отправлено в -1003739906790
2026-02-28T10:23:07: 2026-02-28 10:23:07 | INFO    | 🚨 ОПУБЛИКОВАНО: Иран нанес удары по четырем военным базам США в Пе (priority=95)
2026-02-28T10:23:09: 2026-02-28 10:23:09 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:23:09: 2026-02-28 10:23:09 | INFO    | ✅ Цикл завершён
2026-02-28T10:25:09: 2026-02-28 10:25:09 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:25:10: 2026-02-28 10:25:10 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:25:10: 2026-02-28 10:25:10 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:25:10: 2026-02-28 10:25:10 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:25:10: 2026-02-28 10:25:10 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:25:10: 2026-02-28 10:25:10 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:25:10: 2026-02-28 10:25:10 | INFO    | ✅ Цикл завершён
2026-02-28T10:27:10: 2026-02-28 10:27:10 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:27:11: 2026-02-28 10:27:11 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:27:11: 2026-02-28 10:27:11 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:27:11: 2026-02-28 10:27:11 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:27:11: 2026-02-28 10:27:11 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:27:12: 2026-02-28 10:27:12 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:27:12: 2026-02-28 10:27:12 | INFO    | ✅ Цикл завершён
2026-02-28T10:29:12: 2026-02-28 10:29:12 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:29:12: 2026-02-28 10:29:12 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:29:13: 2026-02-28 10:29:13 | INFO    | ✅ Отправлено в -1003739906790
2026-02-28T10:29:13: 2026-02-28 10:29:13 | INFO    | 🚨 ОПУБЛИКОВАНО: В Харькове произошел взрыв (priority=90)
2026-02-28T10:29:13: 2026-02-28 10:29:13 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:29:13: 2026-02-28 10:29:13 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:29:13: 2026-02-28 10:29:13 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:29:13: 2026-02-28 10:29:13 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:29:13: 2026-02-28 10:29:13 | INFO    | ✅ Цикл завершён
2026-02-28T10:31:13: 2026-02-28 10:31:13 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:31:14: 2026-02-28 10:31:14 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:31:14: 2026-02-28 10:31:14 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:31:14: 2026-02-28 10:31:14 | INFO    | 🔄 Дубликат: В Харькове произошел взрыв
2026-02-28T10:31:14: 2026-02-28 10:31:14 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:31:14: 2026-02-28 10:31:14 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:31:14: 2026-02-28 10:31:14 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:31:15: 2026-02-28 10:31:15 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:31:15: 2026-02-28 10:31:15 | INFO    | ✅ Цикл завершён
2026-02-28T10:33:15: 2026-02-28 10:33:15 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:33:15: 2026-02-28 10:33:15 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:33:15: 2026-02-28 10:33:15 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:33:15: 2026-02-28 10:33:15 | INFO    | 🔄 Дубликат: В Харькове произошел взрыв
2026-02-28T10:33:15: 2026-02-28 10:33:15 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:33:15: 2026-02-28 10:33:15 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:33:16: 2026-02-28 10:33:16 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:33:16: 2026-02-28 10:33:16 | INFO    | ✅ Цикл завершён
2026-02-28T10:35:16: 2026-02-28 10:35:16 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:35:17: 2026-02-28 10:35:17 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:35:17: 2026-02-28 10:35:17 | INFO    | ✅ Отправлено в -1003739906790
2026-02-28T10:35:17: 2026-02-28 10:35:17 | INFO    | 🚨 ОПУБЛИКОВАНО: ВС Катара отразили второй ракетный удар на страну (priority=95)
2026-02-28T10:35:17: 2026-02-28 10:35:17 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:35:17: 2026-02-28 10:35:17 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:35:17: 2026-02-28 10:35:17 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:35:18: 2026-02-28 10:35:18 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:35:18: 2026-02-28 10:35:18 | INFO    | ✅ Цикл завершён
2026-02-28T10:37:18: 2026-02-28 10:37:18 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:37:18: 2026-02-28 10:37:18 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:37:18: 2026-02-28 10:37:18 | INFO    | 🔄 Дубликат: ВС Катара отразили второй ракетный удар на страну
2026-02-28T10:37:18: 2026-02-28 10:37:18 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:37:18: 2026-02-28 10:37:18 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:37:18: 2026-02-28 10:37:18 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:37:18: 2026-02-28 10:37:18 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:37:19: 2026-02-28 10:37:19 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:37:19: 2026-02-28 10:37:19 | INFO    | ✅ Цикл завершён
2026-02-28T10:39:19: 2026-02-28 10:39:19 | INFO    | 🔄 Проверка срочных новостей...
2026-02-28T10:39:20: 2026-02-28 10:39:20 | INFO    | 📰 politics: найдено 30 новостей
2026-02-28T10:39:20: 2026-02-28 10:39:20 | INFO    | 🔄 Дубликат: ВС Катара отразили второй ракетный удар на страну
2026-02-28T10:39:20: 2026-02-28 10:39:20 | INFO    | ⏳ Cooldown для -1003739906790
2026-02-28T10:39:20: 2026-02-28 10:39:20 | INFO    | 🔄 Дубликат: Сенатор-демократ заявил, что Трамп не передавал об
2026-02-28T10:39:20: 2026-02-28 10:39:20 | INFO    | 🔄 Дубликат: Иран нанес удары по четырем военным базам США в Пе
2026-02-28T10:39:20: 2026-02-28 10:39:20 | INFO    | 📰 economy: найдено 30 новостей
2026-02-28T10:39:20: 2026-02-28 10:39:20 | INFO    | ✅ Цикл завершён
2026-02-28T10:39:54: 2026-02-28 10:39:54 | INFO    | 🛑 Получен сигнал завершения...
2026-02-28T10:40:02: 2026-02-28 10:40:02 | INFO    | ✅ БД urgent_news инициализирована
